"edad" "desplazado_municipio" "anios_viviendo_municipio" "razon_desplazamiento" "padre_vive_hogar" "satisfecho" "ingreso_economico" "salud" "nivel_seguridad" "trabajo" "feliz" "tranquilidad" "vale_vivir" "ninos" "hogares_completos"
"1417" 61 "1" 61 "0" "2" 9 7 9 10 9 10 9 10 4 1
"1418" 45 "1" 45 "0" "3" 9 7 9 9 10 10 10 10 2 1
"1419" 51 "1" 51 "0" "2" 6 6 6 8 6 5 5 10 1 1
"1420" 57 "1" 57 "0" "2" 4 4 7 10 8 9 8 10 2 1
"1421" 58 "1" 58 "0" "3" 4 9 7 8 4 3 3 7 3 1
"1422" 42 "1" 42 "0" "2" 8 1 10 10 6 6 10 10 2 1
"1423" 35 "1" 35 "0" "2" 8 5 6 7 5 7 10 9 2 1
"1424" 62 "1" 62 "0" "3" 9 7 7 9 9 10 10 10 1 1
"1425" 58 "1" 58 "0" "3" 9 9 10 10 10 10 10 9 1 1
"1426" 43 "1" 43 "0" "2" 9 9 9 8 7 10 10 10 1 1
"1427" 51 "1" 51 "0" "2" 9 8 9 9 8 7 8 8 1 1
"1428" 42 "1" 42 "0" "2" 10 7 9 7 8 10 9 9 1 1
"1429" 22 "1" 22 "0" "3" 4 4 8 10 0 3 5 7 1 1
"1430" 54 "1" 54 "0" "2" 7 7 8 10 7 7 10 10 1 1
"1431" 41 "1" 41 "0" "2" 7 7 7 7 7 8 8 8 5 1
"1432" 30 "2" 2 "3" "2" 8 6 10 5 10 10 8 10 2 1
"1433" 35 "1" 35 "0" "2" 9 8 8 7 9 6 7 8 3 1
"1434" 81 "1" 81 "0" "3" 10 7 6 10 10 10 10 10 1 1
"1435" 76 "1" 76 "0" "3" 9 9 7 7 6 7 7 9 1 1
"1436" 44 "1" 44 "0" "2" 6 9 7 8 5 3 0 6 2 1
"1437" 44 "1" 44 "0" "3" 7 9 8 10 7 7 6 9 4 1
"1438" 65 "1" 65 "0" "3" 5 2 6 8 4 3 0 7 1 1
"1439" 46 "1" 46 "0" "3" 6 5 7 6 6 5 5 7 2 1
"1440" 25 "1" 25 "0" "3" 6 8 6 8 8 8 7 7 2 1
"1441" 47 "1" 47 "0" "3" 5 4 8 8 4 0 0 7 5 1
"1442" 46 "1" 46 "0" "2" 5 9 9 6 7 8 8 10 4 1
"1443" 42 "1" 42 "0" "2" 10 5 6 7 6 8 10 10 2 1
"1444" 26 "1" 26 "0" "2" 9 5 10 2 6 5 7 9 2 1
"1445" 31 "1" 31 "0" "3" 10 5 7 4 7 6 10 10 2 1
"1446" 39 "1" 39 "0" "2" 10 9 8 6 8 9 9 9 1 1
"1447" 61 "1" 61 "0" "3" 10 9 6 10 0 6 10 7 2 1
"1448" 25 "1" 25 "0" "3" 9 8 8 8 9 9 9 8 1 1
"1449" 46 "2" 2 "3" "2" 8 8 8 8 8 8 8 10 2 1
"1450" 34 "1" 34 "0" "2" 9 9 7 8 8 8 7 10 3 1
"1451" 33 "2" 2 "5" "3" 7 5 7 8 0 7 7 10 1 1
"1452" 77 "1" 77 "0" "1" 8 6 8 9 7 7 7 7 1 1
"1453" 40 "2" 2 "6" "2" 8 7 8 8 8 7 8 9 2 1
"1454" 81 "1" 81 "0" "3" 8 9 8 8 7 8 8 10 3 1
"1455" 58 "1" 58 "0" "3" 6 9 5 7 9 8 9 10 2 1
"1456" 66 "1" 66 "0" "3" 8 3 10 10 7 9 4 10 1 1
"1457" 36 "1" 36 "0" "2" 7 8 8 9 9 9 6 10 3 1
"1458" 46 "1" 46 "0" "2" 0 0 0 7 4 0 0 10 2 1
"1459" 73 "2" 2 "9" "3" 8 9 7 9 6 3 3 8 1 1
"1460" 52 "1" 52 "0" "2" 8 8 8 8 8 7 7 10 3 1
"1461" 56 "1" 56 "0" "2" 8 5 8 5 7 7 6 8 2 1
"1462" 72 "1" 72 "0" "3" 7 6 5 9 0 9 6 8 2 1
"1463" 42 "2" 2 "0" "2" 10 4 10 10 10 10 10 10 2 1
"1464" 42 "1" 42 "0" "2" 5 9 10 0 0 0 0 10 2 1
"1465" 62 "2" 2 "8" "3" 10 10 10 10 10 10 10 10 2 1
"1466" 46 "1" 46 "0" "2" 10 10 10 10 10 10 10 10 1 1
"1467" 21 "1" 21 "0" "2" 10 10 10 10 10 10 10 10 1 1
"1468" 62 "1" 62 "0" "2" 10 9 7 8 8 8 7 10 1 1
"1469" 46 "1" 46 "0" "2" 10 10 10 10 10 10 10 10 1 1
"1470" 36 "1" 36 "0" "2" 10 10 10 10 10 10 2 10 1 1
"1471" 62 "1" 62 "0" "3" 10 9 10 10 0 10 10 10 5 1
"1472" 37 "1" 37 "0" "3" 8 3 9 8 4 8 8 8 1 1
"1473" 59 "1" 59 "0" "2" 5 9 4 5 5 6 6 6 1 1
"1474" 40 "2" 2 "7" "3" 5 0 3 2 5 10 0 10 3 1
"1475" 34 "1" 34 "0" "3" 6 3 6 10 7 10 8 10 3 1
"1476" 61 "1" 61 "0" "2" 8 9 7 10 0 9 9 8 1 1
"1477" 50 "2" 2 "9" "3" 8 7 10 10 10 10 10 7 5 1
"1478" 43 "2" 2 "5" "2" 5 4 10 10 10 6 4 8 2 1
"1479" 24 "1" 24 "0" "2" 9 7 8 5 9 9 8 10 2 1
"1480" 31 "2" 2 "9" "2" 5 1 10 8 6 0 0 8 1 1
"1481" 37 "2" 2 "8" "2" 9 7 9 8 8 9 8 9 3 1
"1482" 23 "2" 2 "7" "2" 10 5 10 10 5 5 5 10 1 1
"1483" 26 "2" 2 "8" "3" 9 7 10 10 10 9 8 10 1 1
"1484" 55 "2" 2 "1" "3" 9 8 10 10 7 10 10 10 1 1
"1485" 29 "1" 29 "0" "2" 7 6 9 5 7 7 7 8 1 1
"1486" 49 "2" 2 "8" "2" 7 5 8 8 8 9 9 10 2 1
"1487" 34 "2" 2 "4" "2" 5 3 8 4 5 5 5 7 1 1
"1488" 57 "1" 57 "0" "3" 6 7 8 6 9 7 6 8 1 1
"1489" 73 "1" 73 "0" "3" 7 8 6 8 7 7 8 8 1 1
"1490" 48 "2" 2 "8" "2" 9 3 10 9 3 9 9 9 2 1
"1491" 44 "1" 44 "0" "2" 8 5 8 10 7 6 10 10 1 1
"1492" 46 "2" 2 "3" "3" 8 6 8 6 7 8 8 10 1 1
"1493" 75 "1" 75 "0" "2" 8 8 9 5 2 8 8 10 3 1
"1494" 54 "1" 54 "0" "3" 8 8 9 10 10 10 10 9 2 2
"1495" 54 "1" 54 "0" "3" 8 8 9 10 10 10 10 9 2 2
"1496" 54 "1" 54 "0" "3" 8 8 9 10 10 10 10 9 2 2
"1497" 54 "1" 54 "0" "3" 8 8 9 10 10 10 10 9 2 2
"1498" 53 "1" 53 "0" "3" 5 5 2 10 5 0 0 5 2 1
"1499" 63 "1" 63 "0" "3" 10 9 5 10 10 10 10 10 2 1
"1500" 29 "2" 2 "8" "2" 9 8 10 10 10 10 10 9 1 1
"1501" 68 "1" 68 "0" "3" 8 7 7 7 7 10 8 6 1 1
"1502" 43 "2" 2 "3" "3" 9 3 8 8 1 5 5 10 3 1
"1503" 67 "1" 67 "0" "3" 8 3 3 7 7 7 7 7 2 1
"1504" 43 "1" 43 "0" "2" 5 3 10 10 1 10 10 10 2 1
"1505" 64 "1" 64 "0" "3" 8 3 8 6 7 9 8 10 1 1
"1506" 57 "1" 57 "0" "3" 5 9 2 3 6 5 4 9 1 1
"1507" 34 "1" 34 "0" "2" 8 6 7 8 7 2 4 9 2 1
"1508" 52 "2" 2 "3" "3" 10 6 7 7 9 10 10 10 1 1
"1509" 51 "2" 2 "7" "2" 10 5 8 8 6 10 10 10 1 1
"1510" 79 "1" 79 "0" "3" 8 8 8 8 8 7 7 10 1 1
"1511" 52 "2" 2 "5" "3" 7 9 5 10 0 7 7 10 1 1
"1512" 52 "1" 52 "0" "2" 5 5 7 10 7 6 0 7 2 1
"1513" 55 "1" 55 "0" "2" 9 9 9 9 8 9 9 9 2 1
"1514" 27 "1" 27 "0" "2" 9 9 9 9 8 9 8 9 1 1
"1515" 23 "1" 23 "0" "2" 9 9 9 9 8 9 9 9 1 1
"1516" 38 "1" 38 "0" "3" 8 5 8 10 8 8 8 8 2 1
"1517" 54 "2" 2 "1" "3" 9 8 8 8 8 8 7 10 1 1
"1518" 46 "1" 46 "0" "2" 10 10 8 9 9 9 9 9 2 1
"1519" 25 "1" 25 "0" "3" 10 9 10 10 10 10 10 10 2 1
"1520" 46 "1" 46 "0" "2" 8 8 7 7 7 5 5 10 5 1
"1521" 59 "1" 59 "0" "3" 8 9 6 7 7 6 7 7 1 1
"1522" 80 "1" 80 "0" "3" 8 3 8 7 7 7 6 9 2 1
"1523" 38 "1" 38 "0" "2" 8 6 9 8 9 9 9 9 2 1
"1524" 39 "1" 39 "0" "2" 6 4 8 10 6 0 0 6 3 1
"1525" 42 "1" 42 "0" "3" 6 4 8 9 10 5 8 9 2 1
"1526" 37 "2" 2 "8" "2" 5 7 10 10 8 3 3 7 1 1
"1527" 32 "1" 32 "0" "3" 5 5 7 9 3 5 0 10 2 1
"1528" 69 "1" 69 "0" "3" 8 4 7 7 8 6 8 9 1 1
"1529" 39 "1" 39 "0" "2" 7 4 9 8 7 8 3 9 2 1
"1530" 67 "1" 67 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1531" 41 "1" 41 "0" "2" 9 5 7 9 10 10 8 8 3 1
"1532" 49 "1" 49 "0" "2" 7 7 8 7 8 8 8 7 2 1
"1533" 64 "1" 64 "0" "3" 7 8 7 7 7 8 7 7 1 1
"1534" 42 "1" 42 "0" "2" 10 9 10 4 9 9 9 9 2 1
"1535" 39 "1" 39 "0" "3" 0 0 9 1 3 5 9 10 5 1
"1536" 34 "1" 34 "0" "3" 8 6 5 8 8 9 8 8 2 1
"1537" 83 "1" 83 "0" "3" 8 9 8 8 8 8 8 10 2 1
"1538" 48 "1" 48 "0" "3" 7 10 10 10 10 6 10 10 2 1
"1539" 67 "1" 67 "0" "3" 10 8 9 5 1 6 6 8 2 1
"1540" 45 "1" 45 "0" "2" 8 8 5 8 8 6 8 10 1 1
"1541" 46 "1" 46 "0" "3" 8 8 7 7 6 8 6 7 2 1
"1542" 55 "2" 2 "1" "2" 7 9 8 3 0 8 1 7 3 1
"1543" 56 "2" 2 "4" "3" 9 9 9 8 10 10 10 10 1 1
"1544" 44 "1" 44 "0" "2" 9 8 9 3 8 7 7 9 2 1
"1545" 58 "1" 58 "0" "3" 8 8 8 8 8 7 7 7 1 1
"1546" 45 "2" 2 "1" "3" 5 5 9 10 8 7 7 10 1 1
"1547" 64 "2" 2 "8" "3" 3 5 8 9 4 9 9 8 2 1
"1548" 65 "2" 2 "9" "3" 10 9 9 0 10 10 10 10 1 1
"1549" 49 "1" 49 "0" "3" 10 5 6 9 9 5 6 10 1 1
"1550" 63 "1" 63 "0" "3" 10 9 9 8 10 10 10 10 1 1
"1551" 36 "2" 2 "1" "2" 10 8 8 7 7 8 9 9 3 1
"1552" 52 "1" 52 "0" "3" 8 9 9 8 9 8 9 9 1 1
"1553" 39 "2" 2 "7" "2" 7 6 9 9 1 9 9 9 4 1
"1554" 32 "2" 2 "1" "2" 8 5 10 10 8 8 8 10 2 1
"1555" 57 "1" 57 "0" "3" 10 7 10 10 10 8 8 10 1 1
"1556" 27 "1" 27 "0" "2" 8 6 8 5 8 10 10 10 1 1
"1557" 36 "1" 36 "0" "2" 10 8 9 10 9 9 9 10 3 1
"1558" 37 "2" 2 "8" "2" 10 7 7 8 9 10 8 10 1 1
"1559" 91 "1" 91 "0" "3" 10 7 0 10 10 10 10 4 1 1
"1560" 42 "2" 2 "1" "3" 9 2 6 8 1 6 6 9 3 1
"1561" 64 "2" 2 "7" "3" 7 8 7 8 9 8 8 8 1 1
"1562" 58 "1" 58 "0" "3" 9 8 7 8 8 8 8 8 1 1
"1563" 51 "1" 51 "0" "2" 8 8 9 8 8 7 7 8 1 1
"1564" 54 "1" 54 "0" "3" 6 5 6 9 9 9 9 10 1 1
"1565" 42 "2" 2 "8" "2" 9 9 9 9 9 10 0 10 1 1
"1566" 67 "1" 67 "0" "3" 9 6 8 8 8 8 8 8 4 2
"1567" 67 "1" 67 "0" "3" 9 6 8 8 8 8 8 8 4 2
"1568" 67 "1" 67 "0" "3" 9 6 8 8 8 8 8 8 4 2
"1569" 67 "1" 67 "0" "3" 9 6 8 8 8 8 8 8 4 2
"1570" 38 "1" 38 "0" "3" 8 7 8 8 9 9 8 10 4 2
"1571" 38 "1" 38 "0" "3" 8 7 8 8 9 9 8 10 4 2
"1572" 38 "1" 38 "0" "3" 8 7 8 8 9 9 8 10 4 2
"1573" 38 "1" 38 "0" "3" 8 7 8 8 9 9 8 10 4 2
"1574" 42 "1" 42 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1575" 63 "1" 63 "0" "2" 7 2 6 5 2 8 8 8 1 1
"1576" 33 "2" 2 "8" "3" 10 7 8 5 7 8 10 10 1 1
"1577" 75 "1" 75 "0" "3" 8 7 3 7 7 5 5 5 3 1
"1578" 54 "1" 54 "0" "3" 8 0 8 7 0 8 7 10 1 1
"1579" 28 "1" 28 "0" "2" 7 8 6 7 10 0 0 10 1 1
"1580" 38 "1" 38 "0" "3" 7 3 5 8 7 8 8 10 1 1
"1581" 57 "1" 57 "0" "3" 5 9 5 9 3 0 0 4 2 1
"1582" 54 "1" 54 "0" "3" 10 9 9 10 8 10 10 10 1 1
"1583" 36 "1" 36 "0" "2" 10 5 10 10 5 10 7 9 1 1
"1584" 68 "2" 2 "8" "3" 7 6 7 7 6 7 7 9 1 1
"1585" 40 "1" 40 "0" "3" 8 5 10 8 8 9 8 10 3 1
"1586" 49 "1" 49 "0" "2" 10 9 9 8 8 10 10 10 1 1
"1587" 52 "1" 52 "0" "2" 9 8 9 9 8 9 9 9 1 1
"1588" 42 "1" 42 "0" "3" 10 9 8 10 10 9 10 10 3 1
"1589" 36 "1" 36 "0" "2" 9 9 9 9 9 9 9 9 2 1
"1590" 32 "1" 32 "0" "2" 8 6 8 9 9 10 10 10 4 1
"1591" 43 "1" 43 "0" "2" 10 7 7 6 10 5 6 8 2 1
"1592" 50 "2" 2 "7" "2" 6 1 4 8 5 7 3 9 1 1
"1593" 37 "1" 37 "0" "3" 8 8 10 10 8 8 10 10 2 1
"1594" 43 "2" 2 "8" "2" 9 8 6 7 8 8 5 10 2 1
"1595" 53 "1" 53 "0" "3" 7 5 4 7 6 8 8 9 1 1
"1596" 61 "1" 61 "0" "3" 6 9 9 7 6 9 10 10 1 1
"1597" 33 "1" 33 "0" "2" 10 7 10 2 7 9 4 9 1 1
"1598" 39 "2" 2 "7" "3" 7 5 8 2 5 7 8 4 2 2
"1599" 39 "2" 2 "7" "3" 7 5 8 2 5 7 8 4 2 2
"1600" 39 "2" 2 "7" "3" 7 5 8 2 5 7 8 4 2 2
"1601" 39 "2" 2 "7" "3" 7 5 8 2 5 7 8 4 2 2
"1602" 41 "1" 41 "0" "2" 5 3 5 10 8 0 0 9 4 1
"1603" 69 "1" 69 "0" "3" 6 4 6 8 2 9 6 9 1 1
"1604" 68 "1" 68 "0" "3" 8 6 4 6 8 9 9 10 2 1
"1605" 59 "1" 59 "0" "3" 10 5 7 6 10 8 8 10 1 1
"1606" 86 "1" 86 "0" "3" 6 6 1 6 10 7 7 6 2 1
"1607" 64 "1" 64 "0" "3" 10 5 7 8 8 8 9 10 1 1
"1608" 79 "1" 79 "0" "3" 10 8 8 6 8 8 5 10 1 1
"1609" 78 "1" 78 "0" "3" 10 9 7 7 0 10 10 10 3 1
"1610" 42 "1" 42 "0" "2" 8 5 9 10 6 7 6 10 3 1
"1611" 48 "2" 2 "0" "2" 8 5 7 6 5 8 8 8 2 1
"1612" 37 "1" 37 "0" "2" 7 5 7 9 5 8 9 8 4 1
"1613" 41 "1" 41 "0" "2" 8 8 8 4 8 7 5 9 1 1
"1614" 36 "1" 36 "0" "2" 7 5 6 5 7 5 6 5 2 1
"1615" 44 "2" 2 "8" "2" 10 10 10 10 10 10 10 10 1 1
"1616" 36 "1" 36 "0" "2" 10 10 10 10 10 10 10 10 1 1
"1617" 52 "1" 52 "0" "2" 9 8 8 8 7 7 7 7 1 1
"1618" 33 "1" 33 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1619" 50 "1" 50 "0" "2" 8 8 7 6 7 7 6 7 1 1
"1620" 25 "1" 25 "0" "2" 10 10 10 10 10 10 10 10 3 1
"1621" 62 "1" 62 "0" "2" 8 8 8 8 8 8 8 10 1 1
"1622" 22 "1" 22 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1623" 53 "2" 2 "1" "2" 10 10 10 10 10 10 1 10 1 1
"1624" 50 "1" 50 "0" "2" 10 10 10 10 10 10 3 10 1 1
"1625" 41 "1" 41 "0" "2" 10 10 10 10 10 10 2 10 2 1
"1626" 59 "1" 59 "0" "2" 9 8 8 8 8 8 8 9 1 1
"1627" 46 "1" 46 "0" "2" 9 6 8 8 8 7 6 8 1 1
"1628" 39 "1" 39 "0" "2" 8 0 8 0 9 10 9 10 3 1
"1629" 65 "2" 2 "4" "3" 8 8 8 5 8 9 9 9 1 1
"1630" 61 "2" 2 "9" "3" 8 7 9 8 8 8 8 9 1 1
"1631" 58 "2" 2 "4" "3" 10 6 8 8 8 10 10 10 1 1
"1632" 70 "2" 2 "7" "3" 9 9 7 8 9 9 9 8 1 1
"1633" 24 "1" 24 "0" "2" 8 5 8 5 6 7 6 7 2 1
"1634" 60 "1" 60 "0" "3" 7 8 9 8 7 1 8 7 1 1
"1635" 70 "1" 70 "0" "3" 8 8 9 8 8 8 8 9 2 1
"1636" 75 "1" 75 "0" "3" 7 9 5 7 6 6 8 10 1 1
"1637" 58 "1" 58 "0" "3" 10 9 10 10 10 10 10 10 1 1
"1638" 75 "1" 75 "0" "3" 8 9 7 7 7 4 9 10 1 1
"1639" 71 "1" 71 "0" "3" 10 9 6 10 0 10 10 10 1 1
"1640" 72 "1" 72 "0" "3" 5 9 5 10 0 10 10 10 2 1
"1641" 75 "1" 75 "0" "3" 10 7 9 9 9 10 10 8 1 1
"1642" 36 "1" 36 "0" "2" 9 9 9 9 9 8 8 9 2 1
"1643" 50 "1" 50 "0" "2" 10 10 6 10 10 10 10 10 1 1
"1644" 42 "1" 42 "0" "3" 9 5 9 9 9 9 8 9 2 1
"1645" 37 "1" 37 "0" "2" 10 10 10 10 10 10 10 9 2 1
"1646" 87 "1" 87 "0" "3" 6 7 8 8 7 8 5 7 2 1
"1647" 75 "2" 2 "9" "3" 10 9 4 8 0 8 10 9 1 1
"1648" 66 "1" 66 "0" "3" 8 5 8 7 6 8 8 6 1 1
"1649" 46 "1" 46 "0" "2" 8 0 8 6 6 8 8 10 2 1
"1650" 41 "1" 41 "0" "3" 7 4 9 8 7 7 3 10 5 1
"1651" 53 "1" 53 "0" "3" 10 10 10 10 10 10 9 10 1 1
"1652" 34 "1" 34 "0" "3" 7 4 9 7 4 7 6 10 2 1
"1653" 52 "1" 52 "0" "2" 8 10 10 8 10 10 10 10 1 1
"1654" 61 "1" 61 "0" "3" 8 4 8 7 7 5 5 10 1 1
"1655" 53 "1" 53 "0" "2" 10 7 8 10 10 10 10 10 2 1
"1656" 60 "1" 60 "0" "3" 8 8 10 8 8 8 6 10 1 1
"1657" 37 "2" 2 "7" "2" 7 7 10 9 7 9 9 9 1 1
"1658" 59 "2" 2 "7" "3" 7 7 7 10 10 8 7 10 2 1
"1659" 45 "1" 45 "0" "3" 8 9 9 9 9 9 9 10 3 1
"1660" 59 "1" 59 "0" "3" 10 9 8 8 7 10 9 10 1 1
"1661" 42 "1" 42 "0" "3" 6 8 6 7 6 5 6 7 1 1
"1662" 55 "1" 55 "0" "3" 9 8 8 8 8 10 10 10 1 1
"1663" 53 "1" 53 "0" "3" 10 9 7 10 8 10 10 10 1 1
"1664" 38 "1" 38 "0" "2" 10 8 9 9 9 10 10 9 1 1
"1665" 60 "1" 60 "0" "3" 10 9 10 10 7 10 9 10 1 1
"1666" 61 "2" 2 "3" "2" 10 1 9 9 0 7 9 10 1 1
"1667" 55 "1" 55 "0" "3" 10 5 5 7 7 6 6 10 1 1
"1668" 41 "1" 41 "0" "2" 10 6 9 8 8 10 8 8 1 1
"1669" 33 "1" 33 "0" "2" 6 3 4 1 5 7 5 10 5 1
"1670" 38 "1" 38 "0" "2" 7 4 2 2 6 3 0 10 1 1
"1671" 57 "2" 2 "1" "3" 0 1 5 3 8 10 8 5 1 1
"1672" 51 "1" 51 "0" "3" 8 6 5 8 8 3 5 8 2 1
"1673" 30 "2" 2 "8" "2" 7 7 8 7 8 7 5 8 2 1
"1674" 32 "1" 32 "0" "2" 10 9 9 0 9 10 9 10 1 1
"1675" 60 "1" 60 "0" "3" 10 9 5 9 8 8 10 9 3 1
"1676" 68 "1" 68 "0" "3" 5 3 3 8 9 10 10 10 1 1
"1677" 36 "1" 36 "0" "2" 10 9 9 10 10 7 7 10 1 1
"1678" 72 "2" 2 "3" "3" 10 9 10 10 8 9 3 10 1 1
"1679" 56 "2" 2 "9" "3" 8 9 9 9 9 0 0 10 1 1
"1680" 64 "1" 64 "0" "3" 10 1 5 9 8 9 9 9 1 1
"1681" 58 "1" 58 "0" "3" 10 10 10 10 10 10 10 10 2 1
"1682" 58 "2" 2 "10" "3" 10 9 7 10 10 10 10 10 3 1
"1683" 53 "1" 53 "0" "3" 8 7 7 8 8 8 6 8 2 1
"1684" 71 "1" 71 "0" "3" 9 6 4 8 7 7 8 8 2 1
"1685" 43 "1" 43 "0" "2" 8 8 8 8 8 8 8 9 1 1
"1686" 53 "1" 53 "0" "2" 10 8 10 8 10 10 10 10 1 1
"1687" 81 "1" 81 "0" "3" 7 5 7 8 4 6 10 7 1 1
"1688" 33 "2" 2 "9" "2" 9 6 8 8 8 8 8 10 2 1
"1689" 33 "2" 2 "8" "2" 6 8 7 7 9 10 10 10 2 1
"1690" 46 "1" 46 "0" "3" 8 5 8 8 8 9 9 9 2 1
"1691" 36 "1" 36 "0" "1" 0 3 10 3 10 1 2 10 2 1
"1692" 68 "1" 68 "0" "3" 9 9 9 8 8 8 9 9 2 1
"1693" 53 "2" 2 "3" "3" 6 5 7 9 6 7 8 8 2 1
"1694" 25 "2" 2 "5" "3" 10 5 10 10 10 10 10 10 2 1
"1695" 50 "2" 2 "3" "2" 10 5 10 10 10 10 10 10 1 1
"1696" 53 "2" 2 "3" "3" 10 9 9 8 8 8 7 8 1 1
"1697" 34 "1" 34 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1698" 32 "1" 32 "0" "2" 9 9 9 10 8 10 10 9 5 1
"1699" 54 "1" 54 "0" "3" 8 7 7 9 7 8 10 10 1 1
"1700" 48 "2" 2 "1" "3" 8 7 9 7 7 8 7 9 2 1
"1701" 32 "1" 32 "0" "1" 4 6 7 3 9 7 8 8 2 1
"1702" 26 "1" 26 "0" "3" 8 6 9 9 7 7 4 8 3 1
"1703" 83 "2" 2 "6" "3" 5 5 5 5 5 6 6 7 1 1
"1704" 83 "1" 83 "0" "3" 8 9 8 9 8 8 10 8 1 1
"1705" 54 "1" 54 "0" "3" 9 7 9 10 7 8 8 8 1 1
"1706" 26 "1" 26 "0" "2" 8 6 8 8 8 8 8 8 3 1
"1707" 46 "1" 46 "0" "2" 5 4 8 8 5 8 8 7 2 1
"1708" 31 "1" 31 "0" "2" 10 7 9 7 8 10 10 10 1 1
"1709" 41 "1" 41 "0" "2" 10 8 9 9 9 9 9 9 3 1
"1710" 83 "1" 83 "0" "3" 10 10 8 8 8 10 10 10 2 1
"1711" 57 "1" 57 "0" "3" 10 9 9 9 9 10 10 10 1 1
"1712" 54 "2" 2 "8" "2" 7 8 7 7 5 7 6 6 1 1
"1713" 58 "2" 2 "8" "2" 7 7 6 6 6 7 7 8 1 1
"1714" 26 "1" 26 "0" "2" 8 8 8 8 8 8 8 10 1 1
"1715" 62 "1" 62 "0" "2" 10 10 10 10 10 10 10 10 1 1
"1716" 39 "1" 39 "0" "2" 10 10 10 10 10 9 1 9 2 1
"1717" 74 "1" 74 "0" "3" 10 9 8 9 0 10 10 10 1 1
"1718" 55 "1" 55 "0" "3" 8 8 6 7 7 8 6 8 2 1
"1719" 61 "2" 2 "8" "3" 8 3 5 10 7 8 7 6 1 1
"1720" 54 "1" 54 "0" "1" 8 7 7 8 4 8 8 8 1 1
"1721" 40 "1" 40 "0" "2" 2 2 4 8 4 2 2 9 3 1
"1722" 51 "1" 51 "0" "3" 10 7 5 5 7 8 1 8 2 1
"1723" 29 "1" 29 "0" "2" 8 8 8 8 8 8 9 7 1 1
"1724" 42 "1" 42 "0" "2" 10 9 9 9 10 10 8 10 1 1
"1725" 34 "2" 2 "8" "2" 10 4 10 10 8 10 10 10 2 1
"1726" 49 "2" 2 "8" "3" 8 1 3 1 3 1 1 10 3 1
"1727" 44 "1" 44 "0" "3" 9 9 9 9 9 10 10 8 2 1
"1728" 34 "2" 2 "10" "2" 10 8 10 8 10 10 10 10 1 1
"1729" 68 "1" 68 "0" "3" 7 4 9 8 5 4 9 10 1 1
"1730" 90 "1" 90 "0" "3" 7 9 6 6 5 7 6 6 2 1
"1731" 48 "2" 2 "3" "2" 9 7 9 9 8 8 7 9 2 1
"1732" 35 "1" 35 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1733" 28 "2" 2 "9" "2" 9 8 8 7 10 8 7 10 2 1
"1734" 32 "1" 32 "0" "2" 10 8 10 10 6 10 10 10 1 1
"1735" 56 "1" 56 "0" "3" 10 10 10 9 9 8 8 10 2 1
"1736" 36 "1" 36 "0" "2" 10 9 7 8 3 8 9 10 2 1
"1737" 37 "2" 2 "7" "3" 9 9 9 9 8 9 9 10 3 1
"1738" 27 "1" 27 "0" "2" 8 5 8 3 5 10 10 10 1 1
"1739" 50 "2" 2 "8" "3" 10 8 10 10 10 8 8 10 2 1
"1740" 31 "1" 31 "0" "2" 10 8 10 9 6 9 8 10 2 1
"1741" 80 "1" 80 "0" "3" 9 5 0 10 5 0 4 10 3 1
"1742" 34 "2" 2 "10" "3" 9 5 7 10 5 8 9 10 4 1
"1743" 44 "2" 2 "3" "3" 10 0 6 10 10 10 10 10 3 1
"1744" 25 "1" 25 "0" "2" 9 9 9 9 9 10 10 10 1 1
"1745" 32 "1" 32 "0" "3" 7 5 8 6 6 8 4 6 1 1
"1746" 67 "1" 67 "0" "3" 7 7 7 7 7 7 7 9 1 1
"1747" 43 "1" 43 "0" "3" 5 5 7 7 5 5 5 7 2 1
"1748" 58 "1" 58 "0" "3" 7 7 7 7 7 7 7 7 1 1
"1749" 36 "1" 36 "0" "3" 7 7 7 7 7 8 8 8 3 1
"1750" 62 "1" 62 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1751" 73 "2" 2 "8" "3" 4 3 7 8 4 6 3 6 1 1
"1752" 78 "1" 78 "0" "3" 8 9 5 1 8 10 9 10 1 1
"1753" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1754" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1755" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1756" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1757" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1758" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1759" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1760" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1761" 36 "1" 36 "0" "2" 6 3 5 6 7 9 9 10 4 3
"1762" 35 "1" 35 "0" "3" 5 5 8 4 7 7 4 8 2 1
"1763" 87 "1" 87 "0" "3" 6 9 7 7 10 10 10 10 1 1
